year,Place,Time,First.Name,Last.Name,Gender,Age,Lyon.Ridge,Red.Star.Ridge,Duncan.Canyon,Robinson.Flat,Miller's.Defeat,Dusty.Corners,Last.Chance,Devil's.Thumb,El.Dorado.Creek,Michigan.Bluff,Foresthill,Dardanelles.(Cal-1),Peachstone.(Cal-2),Rucky.Chucky,Green.Gate,Auburn.Lake.Trails,Brown's.Bar,Highway.49,No.Hands.Bridge,Robie.Point
1992,187,105011, Greg,Soderlund,M,44,NA,13980,NA,26220,NA,NA,37140,42600,NA,51720,58920,NA,NA,78720,NA,88860,NA,97980,NA,NA
1992,188,105035, Jim,Miller,M,45,NA,12780,NA,25020,NA,NA,36660,41940,NA,51480,57900,NA,NA,79380,NA,89760,NA,98700,NA,NA
1992,189,105181, Robert,Rusch,M,50,NA,14580,NA,27000,NA,NA,38400,43800,NA,53040,59760,NA,NA,80280,NA,90060,NA,97860,NA,NA
1992,190,105215, Celeste,Langan,F,35,NA,12360,NA,24360,NA,NA,35040,40380,NA,49200,55500,NA,NA,77640,NA,89520,NA,97380,NA,NA
1992,191,105331, Fred,Jorgensen,M,44,NA,13800,NA,26640,NA,NA,38460,43380,NA,52140,59220,NA,NA,79740,NA,90360,NA,99420,NA,NA
1992,192,105340, Linda G.,Kircher,F,47,NA,14580,NA,28080,NA,NA,39000,44520,NA,53700,60600,NA,NA,80820,NA,91020,NA,98820,NA,NA
1992,193,105396, Dominic,Spinetta,M,54,NA,14220,NA,26940,NA,NA,37920,43440,NA,52260,58560,NA,NA,76800,NA,87240,NA,96420,NA,NA
1992,194,105441, Bill,Lee,M,43,NA,13260,NA,25920,NA,NA,38640,44700,NA,55260,64440,NA,NA,83220,NA,92160,NA,99720,NA,NA
1992,195,105459, Jim J.,Young,M,51,NA,12900,NA,26220,NA,NA,37560,43320,NA,52980,59640,NA,NA,79260,NA,89160,NA,98040,NA,NA
1992,196,105488, Allen,Miller,M,42,NA,13320,NA,25800,NA,NA,36840,42480,NA,50760,57360,NA,NA,79800,NA,89940,NA,98880,NA,NA
1992,197,105569, Webb,Sledge,M,49,NA,13800,NA,26640,NA,NA,39240,44520,NA,53640,61260,NA,NA,80220,NA,89760,NA,98520,NA,NA
1992,198,105604, Frank,Sievenpiper,M,55,NA,12840,NA,25800,NA,NA,37680,43560,NA,52620,60840,NA,NA,80160,NA,90120,NA,98700,NA,NA
1992,199,105695, David,Fanara,M,47,NA,14580,NA,27240,NA,NA,39180,45180,NA,54780,62460,NA,NA,80340,NA,90060,NA,98700,NA,NA
1992,200,105773, Brian,Adler,M,31,NA,12540,NA,25080,NA,NA,38220,43620,NA,54480,62700,NA,NA,83640,NA,91560,NA,98760,NA,NA
1992,201,105829, Steven,Burt,M,40,NA,11340,NA,21720,NA,NA,31500,37380,NA,47400,55740,NA,NA,76620,NA,88440,NA,97920,NA,NA
1992,202,105867, Kathy,Maynard,F,44,NA,13800,NA,26640,NA,NA,38460,44280,NA,53700,61260,NA,NA,81300,NA,90960,NA,98820,NA,NA
1992,203,105924, Peter,Kelly,M,33,NA,14400,NA,27000,NA,NA,38400,43680,NA,52320,58980,NA,NA,79500,NA,89340,NA,98040,NA,NA
1992,204,105959, Tony,Cannon,M,50,NA,13020,NA,25260,NA,NA,36360,41220,NA,49680,57180,NA,NA,78300,NA,88800,NA,98160,NA,NA
1992,205,105971, Barry,Duncan,M,43,NA,13500,NA,25080,NA,NA,35520,41220,NA,50520,57900,NA,NA,77700,NA,88620,NA,97440,NA,NA
1992,206,105994, Frederick,Riemer,M,44,NA,14520,NA,27660,NA,NA,39480,44880,NA,54300,62880,NA,NA,84480,NA,92820,NA,100080,NA,NA
1992,207,106064, Bob,Lehew,M,50,NA,12780,NA,24180,NA,NA,34320,39300,NA,48120,54720,NA,NA,75360,NA,86460,NA,97200,NA,NA
1992,208,106106, Larry,Duke,M,48,NA,13260,NA,26460,NA,NA,37680,43560,NA,52440,58980,NA,NA,79620,NA,90240,NA,98820,NA,NA
1992,209,106145, Stephen,Kissell,M,31,NA,13800,NA,27000,NA,NA,39660,45960,NA,54840,62400,NA,NA,80760,NA,90240,NA,98700,NA,NA
1992,210,106236, Stanley,Dubonnis,M,41,NA,13560,NA,26520,NA,NA,37980,43140,NA,52260,59400,NA,NA,81060,NA,90840,NA,99000,NA,NA
1992,211,106236, Margaret J.,Schlundt,F,39,NA,13500,NA,26520,NA,NA,37980,43380,NA,52320,59460,NA,NA,81060,NA,90780,NA,99000,NA,NA
1992,212,106313, Joan,Szarfinski,F,53,NA,14100,NA,27000,NA,NA,38400,43920,NA,52980,60240,NA,NA,80640,NA,90360,NA,99180,NA,NA
1992,213,106379, Sue,Rudolph,F,40,NA,14880,NA,27300,NA,NA,38100,44700,NA,54780,63180,NA,NA,81720,NA,91260,NA,99540,NA,NA
1992,214,106398, Marie,Gonzales,F,31,NA,14520,NA,28080,NA,NA,39600,45240,NA,54120,62100,NA,NA,81900,NA,91080,NA,98820,NA,NA
1992,215,106410, Gary,Wright,M,41,NA,11520,NA,23880,NA,NA,35760,42360,NA,52560,58920,NA,NA,79800,NA,90300,NA,98760,NA,NA
1992,216,106558, Cecil,Stearns,M,55,NA,14100,NA,25500,NA,NA,36360,42720,NA,52020,60240,NA,NA,81720,NA,92220,NA,100080,NA,NA
1992,217,106575, John,Cervantes,M,39,NA,13140,NA,26160,NA,NA,37020,42420,NA,52200,60540,NA,NA,81900,NA,91020,NA,99660,NA,NA
1992,218,106592, Helen,Klein,F,69,NA,14280,NA,26880,NA,NA,38520,45480,NA,55140,63240,NA,NA,81660,NA,90960,NA,99360,NA,NA
1992,219,106692, Richard,Whitney,M,51,NA,13800,NA,26940,NA,NA,38400,43860,NA,52980,59820,NA,NA,81360,NA,91200,NA,99300,NA,NA
1992,220,106848, Frank,Ingalls,M,47,NA,12780,NA,25080,NA,NA,37380,44460,NA,53520,61080,NA,NA,81780,NA,92220,NA,100260,NA,NA
1992,221,106914, Lois,Bettini,F,30,NA,12900,NA,25200,NA,NA,36660,42540,NA,52200,59760,NA,NA,80760,NA,91020,NA,99780,NA,NA
1992,222,106941, Ron,Perkins,M,52,NA,14160,NA,27480,NA,NA,39180,45840,NA,55200,62640,NA,NA,80040,NA,89400,NA,98640,NA,NA
1992,223,106961, Bill,Close,M,32,NA,14700,NA,26220,NA,NA,36240,41040,NA,49260,56160,NA,NA,77820,NA,89820,NA,99540,NA,NA
1992,224,106968, Gordon,Hubbard,M,53,NA,13440,NA,27000,NA,NA,39060,45060,NA,55800,62820,NA,NA,81600,NA,91200,NA,99240,NA,NA
1992,225,106992, Martin,Szekeresh Jr.,M,54,NA,15060,NA,28140,NA,NA,40380,46560,NA,56040,62880,NA,NA,81780,NA,91680,NA,100080,NA,NA
1992,226,107049, Ed,Fishman,M,69,NA,14640,NA,27960,NA,NA,40320,45780,NA,54780,62460,NA,NA,82380,NA,91860,NA,100080,NA,NA
1992,227,107360, Tim,Farley,M,50,NA,12660,NA,24960,NA,NA,36180,43080,NA,52500,60420,NA,NA,81660,NA,91680,NA,99900,NA,NA
1992,228,107373, Michael,Norris,M,37,NA,12720,NA,24240,NA,NA,36060,43140,NA,53160,60900,NA,NA,83280,NA,92220,NA,100320,NA,NA
1992,229,107390, Robert,Ross,M,49,NA,12180,NA,24540,NA,NA,36060,43020,NA,52680,60420,NA,NA,81660,NA,91680,NA,99900,NA,NA
1992,230,107462, Bruce,Hetland,M,43,NA,15300,NA,29580,NA,NA,40620,46740,NA,56220,63360,NA,NA,83820,NA,92280,NA,100560,NA,NA
1992,231,NA, Tom,Rowe,M,43,NA,13440,NA,25500,NA,NA,36660,42720,NA,52920,60600,NA,NA,81180,NA,91740,NA,100620,NA,NA
1992,232,NA, Tracie,Essick,F,31,NA,13920,NA,26460,NA,NA,37680,43560,NA,53040,60240,NA,NA,81900,NA,92340,NA,101280,NA,NA
1992,233,NA, Don,Adolf,M,55,NA,13260,NA,24960,NA,NA,35940,41400,NA,51540,60840,NA,NA,81600,NA,92280,NA,101280,NA,NA
1992,234,NA, James D.,Park,M,36,NA,10020,NA,19560,NA,NA,27420,31080,NA,36780,41640,NA,NA,54720,NA,62400,NA,76800,NA,NA
1992,235,NA, Gary,Ritchie,M,51,NA,11940,NA,22500,NA,NA,32160,37620,NA,46560,53640,NA,NA,68940,NA,80220,NA,NA,NA,NA
1992,236,NA, Wayne D.,Peterson,M,37,NA,12180,NA,22680,NA,NA,32760,37740,NA,46620,52560,NA,NA,68040,NA,80940,NA,NA,NA,NA
1992,237,NA, Jerry,Hill,M,45,NA,13260,NA,26220,NA,NA,37200,42720,NA,51660,58440,NA,NA,78900,NA,89880,NA,NA,NA,NA
1992,238,NA, Chris,Sherwood,M,37,NA,13020,NA,23880,NA,NA,33240,38640,NA,49500,57600,NA,NA,79680,NA,91500,NA,NA,NA,NA
1992,239,NA, Peter,Findlay,M,33,NA,9180,NA,17220,NA,NA,23460,26640,NA,32340,36540,NA,NA,48240,NA,NA,NA,NA,NA,NA
1992,240,NA, Bruce,McDowell,M,38,NA,11160,NA,21240,NA,NA,29820,34140,NA,40740,45900,NA,NA,59460,NA,NA,NA,NA,NA,NA
1992,241,NA, Kathy,D'Onofrio-Wood,F,27,NA,9720,NA,18600,NA,NA,26460,30360,NA,37020,44040,NA,NA,62820,NA,NA,NA,NA,NA,NA
1992,242,NA, Phil,Penna,M,43,NA,10920,NA,20760,NA,NA,28920,33240,NA,40200,45540,NA,NA,63660,NA,NA,NA,NA,NA,NA
1992,243,NA, Karyn,Kroljic,F,33,NA,12000,NA,23040,NA,NA,32160,36960,NA,43980,49380,NA,NA,66420,NA,NA,NA,NA,NA,NA
1992,244,NA, David,Roth,M,38,NA,11640,NA,22080,NA,NA,30540,35400,NA,43200,49740,NA,NA,67440,NA,NA,NA,NA,NA,NA
1992,245,NA, Chris,Wooley,M,33,NA,11640,NA,22080,NA,NA,30540,35400,NA,43200,49740,NA,NA,68700,NA,NA,NA,NA,NA,NA
1992,246,NA, R. Bryon,Frenyea,M,46,NA,11700,NA,22500,NA,NA,31920,37800,NA,46440,52200,NA,NA,70860,NA,NA,NA,NA,NA,NA
1992,247,NA, Will,Pittenger,M,41,NA,11940,NA,22020,NA,NA,30540,34680,NA,42060,47760,NA,NA,69840,NA,NA,NA,NA,NA,NA
1992,248,NA, Joan,Scannell,F,46,NA,12720,NA,24060,NA,NA,33600,38640,NA,47220,54240,NA,NA,73260,NA,NA,NA,NA,NA,NA
1992,249,NA, Rich,Moore,M,34,NA,13320,NA,24600,NA,NA,36240,43980,NA,53100,62100,NA,NA,82260,NA,NA,NA,NA,NA,NA
1992,250,NA, Gloria,Takagishi,F,46,NA,14580,NA,28140,NA,NA,39780,46500,NA,56580,64800,NA,NA,84960,NA,NA,NA,NA,NA,NA
1992,251,NA, Steve,Mahieu,M,45,NA,9780,NA,18000,NA,NA,24960,28920,NA,35460,41280,NA,NA,55920,NA,NA,NA,NA,NA,NA
1992,252,NA, Jay,Buckley,M,36,NA,10980,NA,21000,NA,NA,29520,33840,NA,41160,47700,NA,NA,67260,NA,NA,NA,NA,NA,NA
1992,253,NA, Edith,Bogenhuber,F,47,NA,12960,NA,24240,NA,NA,33060,37440,NA,44700,50580,NA,NA,69600,NA,NA,NA,NA,NA,NA
1992,254,NA, Dave,Carlsen,M,39,NA,13020,NA,23280,NA,NA,32460,37140,NA,45000,50880,NA,NA,69780,NA,NA,NA,NA,NA,NA
1992,255,NA, James,Howard,M,37,NA,10860,NA,19860,NA,NA,27780,32220,NA,42360,48360,NA,NA,73740,NA,NA,NA,NA,NA,NA
1992,256,NA, Tina,Bischoff,F,33,NA,11820,NA,22500,NA,NA,31740,36660,NA,44280,49380,NA,NA,74820,NA,NA,NA,NA,NA,NA
1992,257,NA, Richard,Gillespie,M,46,NA,12660,NA,24540,NA,NA,35340,41220,NA,50940,57900,NA,NA,78420,NA,NA,NA,NA,NA,NA
1992,258,NA, John,Cheely,M,40,NA,13440,NA,25140,NA,NA,35340,40440,NA,49680,56940,NA,NA,79920,NA,NA,NA,NA,NA,NA
1992,259,NA, Cowman,Shirk,M,48,NA,13560,NA,26100,NA,NA,37920,43380,NA,52440,59760,NA,NA,85860,NA,NA,NA,NA,NA,NA
1992,260,NA, Jim,O'Brien,M,39,NA,9240,NA,17100,NA,NA,23940,27300,NA,32820,39960,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,261,NA, Thomas,Winter,M,43,NA,10560,NA,19620,NA,NA,27360,31140,NA,37560,45300,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,262,NA, Roland,Martin,M,43,NA,10980,NA,21180,NA,NA,29640,33780,NA,40980,47520,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,263,NA, Jo,Gathercole,F,38,NA,10620,NA,20820,NA,NA,32640,36900,NA,44040,49500,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,264,NA, Thomas,Freeman,M,43,NA,13020,NA,23820,NA,NA,32880,37260,NA,44760,50340,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,265,NA, Tom,Cheese,M,33,NA,9300,NA,17460,NA,NA,24240,29340,NA,41040,51900,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,266,NA, Richard,DeVita,M,36,NA,13980,NA,25800,NA,NA,34680,40020,NA,48540,57000,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,267,NA, Charlie,Gabri,M,48,NA,12660,NA,24060,NA,NA,35160,40800,NA,51780,59820,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,268,NA, Berthell,Brown,M,48,NA,14520,NA,26460,NA,NA,36780,41760,NA,51420,60420,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,269,NA, Carl,Touchstone,M,51,NA,13920,NA,26880,NA,NA,38460,44220,NA,53640,61200,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,270,NA, Jack,Resh,M,60,NA,12780,NA,26520,NA,NA,38040,43620,NA,53580,62040,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,271,NA, John,Boyle,M,40,NA,13860,NA,26940,NA,NA,38640,44160,NA,53700,62340,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,272,NA, Millie,Sardon,F,30,NA,14520,NA,26640,NA,NA,38160,44040,NA,55200,63180,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,273,NA, Louis,Quiggle,M,51,NA,14280,NA,28080,NA,NA,40800,47520,NA,56940,64500,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,274,NA, Paul W.,McKenna Jr.,M,33,NA,13320,NA,26460,NA,NA,38460,45720,NA,56280,64080,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,275,NA, Robert W.,Longwell,M,53,NA,14880,NA,27480,NA,NA,39180,44940,NA,54420,64500,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,276,NA, Michael,Callen,M,41,NA,11580,NA,22560,NA,NA,31380,36060,NA,43680,49920,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,277,NA, Jeff,Parker,M,33,NA,11700,NA,22500,NA,NA,31980,36480,NA,44340,50040,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,278,NA, Lary,Webster,M,58,NA,11880,NA,22440,NA,NA,31020,35460,NA,43320,51000,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,279,NA, Ronald,Herzog,M,54,NA,11040,NA,20880,NA,NA,29700,34260,NA,42480,51060,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,280,NA, Wade,Jarvis,M,30,NA,13020,NA,24300,NA,NA,34920,40800,NA,49200,56220,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,281,NA, Hutch,Gibb,M,46,NA,13380,NA,25140,NA,NA,35400,40620,NA,49380,56700,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,282,NA, Theresa,Daus-Weber,F,37,NA,11160,NA,21480,NA,NA,30600,36360,NA,49920,57840,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,283,NA, John,Medinger,M,41,NA,12000,NA,23100,NA,NA,32820,37920,NA,47280,58560,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,284,NA, Kenneth A.,Preston,M,39,NA,15000,NA,25800,NA,NA,36120,41340,NA,49860,60480,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,285,NA, Mike,Rouse,M,39,NA,13320,NA,24600,NA,NA,34560,40740,NA,52020,61560,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,286,NA, Jerry,Taub,M,57,NA,15240,NA,28620,NA,NA,40980,48060,NA,57720,67560,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,287,NA, Jim,Grindley,M,56,NA,14820,NA,28680,NA,NA,41160,47280,NA,58500,68100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,288,NA, John,Blaylock,M,49,NA,14580,NA,27240,NA,NA,38580,45840,NA,55620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,289,NA, Frank,Huebsch,M,45,NA,14220,NA,27600,NA,NA,40560,46320,NA,56040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,290,NA, Carter,Sherline,M,32,NA,13320,NA,25800,NA,NA,38880,45660,NA,57420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,291,NA, Jerry,Blinn,M,45,NA,13140,NA,26220,NA,NA,39660,46620,NA,57600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,292,NA, Margie,Lopez,F,39,NA,14520,NA,28080,NA,NA,40320,47280,NA,57540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,293,NA, Larry,Pustinger,M,50,NA,14640,NA,28080,NA,NA,39660,46920,NA,58260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,294,NA, Dave,Drach,M,35,NA,9900,NA,19200,NA,NA,27240,31560,NA,40020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,295,NA, Roger,Daniels,M,56,NA,9540,NA,18540,NA,NA,27360,31680,NA,40980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,296,NA, Bruce,von Borstel,M,46,NA,10380,NA,19740,NA,NA,28440,34020,NA,43200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,297,NA, Wayne,Miles,M,45,NA,11400,NA,20820,NA,NA,28680,33360,NA,43200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,298,NA, Dave,Malcolm,M,39,NA,11580,NA,22200,NA,NA,30960,36060,NA,44460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,299,NA, Eugene,Trahern,M,29,NA,10920,NA,20880,NA,NA,30000,35100,NA,44940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,300,NA, Melinda,Creel,F,35,NA,10800,NA,20340,NA,NA,29100,34080,NA,45720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,301,NA, Leslie,Mattingly-Vitale,F,39,NA,11940,NA,23340,NA,NA,32760,37500,NA,47880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,302,NA, Richard,Laine,M,62,NA,11460,NA,22320,NA,NA,32280,37620,NA,47940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,303,NA, Larry,Castano,M,38,NA,12180,NA,23280,NA,NA,34440,39780,NA,48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,304,NA, Maurie,Bousquet,M,49,NA,12900,NA,23520,NA,NA,32940,37740,NA,48240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,305,NA, Greg,Klein,M,37,NA,12540,NA,23820,NA,NA,33900,38940,NA,48780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,306,NA, Bryon L.,Melendy,M,51,NA,12480,NA,23580,NA,NA,33300,38220,NA,49440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,307,NA, Dorothy,Helling,F,42,NA,12600,NA,23880,NA,NA,34920,40200,NA,49920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,308,NA, Monte,Mackey,M,36,NA,10740,NA,20820,NA,NA,29820,35160,NA,51060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,309,NA, Dan,Chamizo,M,61,NA,14520,NA,27480,NA,NA,38160,43440,NA,52620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,310,NA, Steve,Burrows,M,40,NA,12120,NA,23280,NA,NA,34560,41520,NA,52680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,311,NA, Gerald,Jackson,M,52,NA,15120,NA,28020,NA,NA,39660,44820,NA,53640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,312,NA, Jeff,Buck,M,34,NA,12840,NA,24180,NA,NA,35280,41700,NA,54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,313,NA, John,Litwinovich,M,43,NA,12240,NA,23580,NA,NA,33720,40380,NA,54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,314,NA, P. J.,Salmonson,F,45,NA,13260,NA,25020,NA,NA,36120,44040,NA,54240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,315,NA, Ron,Covert,M,57,NA,13980,NA,25920,NA,NA,35460,42120,NA,54900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,316,NA, Lee,Miksch,M,56,NA,13920,NA,26640,NA,NA,38280,45240,NA,56580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,317,NA, Jenn,Miksch-Breidenback,F,27,NA,13860,NA,26640,NA,NA,38280,45240,NA,56580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,318,NA, Adrian,Crane,M,36,NA,12900,NA,23760,NA,NA,35760,44640,NA,57360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,319,NA, Bridget,Creighton,F,25,NA,12780,NA,24180,NA,NA,34020,41220,NA,57480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,320,NA, Garry,Curry,M,38,NA,12780,NA,24180,NA,NA,34020,41220,NA,57480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,321,NA, Steve,Butler,M,46,NA,13680,NA,26160,NA,NA,38160,44580,NA,57540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,322,NA, Mickey,Rollins,M,48,NA,15240,NA,28380,NA,NA,41100,47460,NA,57600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,323,NA, David,Dixon,M,46,NA,14580,NA,27240,NA,NA,40080,46560,NA,57960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,324,NA, John,Salmonson,M,49,NA,13560,NA,26640,NA,NA,40860,47520,NA,58200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,325,NA, Dorothey H.,Paul,F,51,NA,13800,NA,26520,NA,NA,39540,46020,NA,59040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,326,NA, Ed,Feller,M,46,NA,14340,NA,27600,NA,NA,39660,47100,NA,59220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,327,NA, G. E.,Jensen,M,54,NA,11280,NA,21240,NA,NA,29520,34080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,328,NA, Stephen,Harvey,M,48,NA,14040,NA,27000,NA,NA,39180,44760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,329,NA, Katsuyuki,Hatta,M,28,NA,13680,NA,26880,NA,NA,38760,46380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,330,NA, Hiromi,Makashima,F,31,NA,13740,NA,27000,NA,NA,38880,46380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,331,NA, Joan,McClintock,F,48,NA,14940,NA,29220,NA,NA,42120,49080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,332,NA, Don,Ross,M,55,NA,12600,NA,23160,NA,NA,32280,37860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,333,NA, Mike,Cronk,M,49,NA,10980,NA,21540,NA,NA,32040,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,334,NA, Toni,Belaustegui,F,44,NA,12240,NA,23580,NA,NA,32880,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,335,NA, Paul T.,Garnett,M,44,NA,12720,NA,23460,NA,NA,34260,40020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,336,NA, Tim,Yanacheck,M,44,NA,12720,NA,23820,NA,NA,34560,41040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,337,NA, Bruce H.,Griffin,M,37,NA,11220,NA,23280,NA,NA,34080,41520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,338,NA, Linda Ann,Smith,F,38,NA,13500,NA,NA,NA,NA,36480,42600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,339,NA, Bob,Blomquist,M,40,NA,13320,NA,24600,NA,NA,36240,43980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,340,NA, Douglas,Kopp,M,42,NA,12960,NA,26460,NA,NA,38400,44700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,341,NA, Alan,Byrnes,M,39,NA,12660,NA,25020,NA,NA,39960,46860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,342,NA, Bob,Givens,M,48,NA,11340,NA,22500,NA,NA,33240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,343,NA, John,Stowers,M,63,NA,15000,NA,28680,NA,NA,41340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,344,NA, Lucinda,Fisher,F,50,NA,14580,NA,27600,NA,NA,41460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,345,NA, Margaret,Speer,F,55,NA,16080,NA,30300,NA,NA,42420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,346,NA, Bob,Meekins,M,52,NA,15480,NA,29220,NA,NA,42360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,347,NA, Mary,Cantini-Norkin,F,48,NA,15960,NA,30120,NA,NA,42600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,348,NA, Wolfgang,Kampf,M,43,NA,10860,NA,20760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,349,NA, Steve,Fossett,M,48,NA,12720,NA,25320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,350,NA, Tracy,Veach,M,50,NA,13440,NA,26940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,351,NA, Dave,Malone,M,44,NA,14280,NA,27660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,352,NA, James,McCoul,M,38,NA,15900,NA,30360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,353,NA, John,McCoul,M,32,NA,15900,NA,30360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,354,NA, Gary,Johnson,M,49,NA,15240,NA,30840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
